,Date,Airline,Duration,Source,Destination,Departure Time,Arrival Time,Layover Time,Layover Cities,Total stops,Carry bags Count,Checkin bags Count,Price
141,2024-01-04,Turkish Airlines,15h 55m,New York,Dubai,12:20 am,1:15 am,1h 30m,Istanbul,1,1.0,2.0,"1,072"
142,2024-01-04,Turkish Airlines,16h 35m,New York,Dubai,11:40 pm,1:15 am,2h 25m,Istanbul,1,1.0,2.0,"1,072"
143,2024-01-04,Lufthansa,15h 45m,New York,Dubai,10:10 pm,10:55 pm,1h 25m,Frankfurt am Main,1,1.0,2.0,"1,096"
144,2024-01-04,SAUDIA,17h 00m,New York,Dubai,11:00 am,1:00 pm,2h 25m,Jeddah King Abdulaziz Intl,1,1.0,2.0,"1,063"
145,2024-01-04,SWISS,16h 15m,New York,Dubai,9:00 pm,10:15 pm,2h 20m,Zurich,1,1.0,2.0,"1,087"
146,2024-01-04,Emirates,15h 40m,New York,Dubai,11:45 pm,12:25 am,2h 00m,Athens Eleftherios V.,1,1.0,2.0,"1,135"
147,2024-01-04,Air Canada,16h 10m,New York,Dubai,6:40 pm,7:50 pm,1h 11m,Toronto Pearson Intl,1,1.0,1.0,"1,070"
148,2024-01-04,United Airlines,15h 45m,New York,Dubai,10:10 pm,10:55 pm,1h 25m,Frankfurt am Main,1,1.0,2.0,"1,115"
149,2024-01-04,"United Airlines, Lufthansa",15h 45m,New York,Dubai,10:10 pm,10:55 pm,1h 25m,Frankfurt am Main,1,1.0,2.0,"1,115"
150,2024-01-04,United Airlines,15h 10m,New York,Dubai,10:05 pm,10:15 pm,1h 25m,Zurich,1,1.0,2.0,"1,200"
151,2024-01-04,"United Airlines, SWISS",15h 10m,New York,Dubai,10:05 pm,10:15 pm,1h 25m,Zurich,1,1.0,2.0,"1,200"
152,2024-01-04,Turkish Airlines,17h 35m,New York,Dubai,12:20 am,2:55 am,3h 10m,Istanbul,1,1.0,0.0,"1,099"
153,2024-01-04,Turkish Airlines,18h 25m,New York,Dubai,11:40 pm,3:05 am,4h 15m,Istanbul,1,1.0,0.0,"1,099"
154,2024-01-04,Lufthansa,18h 15m,New York,Dubai,7:40 pm,10:55 pm,4h 20m,Frankfurt am Main,1,1.0,2.0,"1,096"
155,2024-01-04,"United Airlines, SWISS",16h 15m,New York,Dubai,9:00 pm,10:15 pm,2h 20m,Zurich,1,1.0,2.0,"1,200"
156,2024-01-04,Lufthansa,15h 55m,New York,Dubai,10:00 pm,10:55 pm,1h 40m,Frankfurt am Main,1,1.0,2.0,"1,216"
157,2024-01-04,Lufthansa,19h 45m,New York,Dubai,6:10 pm,10:55 pm,5h 55m,Frankfurt am Main,1,1.0,2.0,"1,096"
158,2024-01-04,United Airlines,16h 15m,New York,Dubai,9:00 pm,10:15 pm,2h 20m,Zurich,1,1.0,2.0,"1,200"
159,2024-01-04,United Airlines,19h 45m,New York,Dubai,6:10 pm,10:55 pm,5h 55m,Frankfurt am Main,1,1.0,2.0,"1,115"
160,2024-01-04,"EL AL, Arkia",15h 45m,New York,Dubai,1:15 pm,2:00 pm,2h 10m,Tel Aviv Ben Gurion Intl,1,1.0,0.0,"1,155"
161,2024-01-04,Air Canada,18h 10m,New York,Dubai,4:40 pm,7:50 pm,3h 11m,Toronto Pearson Intl,1,1.0,1.0,"1,070"
162,2024-01-04,Air Canada,18h 20m,New York,Dubai,4:30 pm,7:50 pm,3h 19m,Toronto Pearson Intl,1,1.0,1.0,"1,070"
163,2024-01-04,Air Canada,18h 55m,New York,Dubai,3:55 pm,7:50 pm,4h 01m,Toronto Pearson Intl,1,1.0,1.0,"1,070"
164,2024-01-04,United Airlines,18h 15m,New York,Dubai,7:40 pm,10:55 pm,4h 20m,Frankfurt am Main,1,1.0,2.0,"1,225"
165,2024-01-04,Air Canada,19h 15m,New York,Dubai,3:35 pm,7:50 pm,4h 16m,Toronto Pearson Intl,1,1.0,1.0,"1,070"
